,target,cost_function,seq,node_id,lat,lon
486,Murpark,time,11,6848,47.0552993,15.4464077
487,Murpark,time,12,8030,47.0554807,15.4468257
488,Murpark,time,13,7134,47.0556121,15.4471665
489,Murpark,time,14,1374,47.055729,15.4473861
490,Murpark,time,15,1375,47.0556104,15.4474536
491,Murpark,time,16,4156,47.0543331,15.4484173
492,Murpark,time,17,4152,47.0538642,15.4487549
493,Murpark,time,18,4153,47.0532962,15.4491782
494,Murpark,time,19,6813,47.0531083,15.449321
495,Murpark,time,20,1188,47.0528378,15.4495303
496,Murpark,time,21,7540,47.0514329,15.4505425
497,Murpark,time,22,6806,47.0511117,15.4507878
498,Murpark,time,23,6808,47.0505471,15.4512114
499,Murpark,time,24,4154,47.0495136,15.4519969
500,Murpark,time,25,4155,47.048924,15.4524422
501,Murpark,time,26,7539,47.0486039,15.4526707
502,Murpark,time,27,8025,47.0480002,15.4531256
503,Murpark,time,28,7320,47.0474267,15.4535577
504,Murpark,time,29,5840,47.047352,15.4536206
505,Murpark,time,30,5841,47.0473152,15.4538088
506,Murpark,time,31,8546,47.0473274,15.4542862
507,Murpark,time,32,8547,47.0473328,15.4547473
508,Murpark,time,33,1378,47.0472119,15.4559043
509,Murpark,time,34,1379,47.0471489,15.4566391
510,Murpark,time,35,1651,47.0469867,15.4585508
511,Murpark,time,36,7778,47.0469258,15.4591426
512,Murpark,time,37,722,47.0442821,15.4628227
513,Murpark,time,38,723,47.0439024,15.4632426
514,Murpark,time,39,6552,47.043741,15.4634488
515,Murpark,time,40,6495,47.0431524,15.4642401
516,Murpark,time,41,6988,47.0429753,15.4643441
517,Murpark,time,42,5802,47.04281,15.4643253
518,Murpark,time,43,6982,47.042494,15.4638843
519,Murpark,time,44,8544,47.0421825,15.4637264
520,Murpark,time,45,6270,47.0418299,15.4636603
521,Murpark,time,46,415,47.0415277,15.4636965
522,Murpark,time,47,416,47.0410795,15.4644341
523,Murpark,time,48,3959,47.0410348,15.4645561
524,Murpark,time,49,6268,47.0409455,15.4647817
525,Murpark,time,50,8543,47.0409083,15.4648741
